prefLabel;technicalName;description;partOfGroup;conceptsFromScheme;freeConcepts;referencePeriodStart;referencePeriodEnd;dataset.referencePeriodStart;dataset.referencePeriodEnd;valueDomainType;quantity.prefLabel;quantity.id;unit.prefLabel;unit.id;unit.symbol;valueRangeMin;valueRangeMax;codeList.prefLabel;codeList.id;codeList.description;codeList.owner;codeList.referenceId;codeList.codeListType;codeList.codeItems;missingValues;defaultMissingValue;qualityStatement;source.dataset.prefLabel;source.dataset.id;source.description;dataType;dataFormat;unitType.prefLabel;unitType.id;unitType.description;dataset.unitType.prefLabel;dataset.unitType.id;dataset.unitType.description;study.unitType.prefLabel;study.unitType.id;study.unitType.description;instanceQuestions;id;dataset.prefLabel;dataset.id;study.prefLabel;study.referencePeriodStart;study.referencePeriodEnd;published;lastModifiedDate;variable.prefLabel;variable.id;variable.description;ownerOrganizationIdAsString
Omaisen tai muun läheisen tapaaminen psykiatrian osastohoidossa;OMTAP;Psykiatrisessa osastohoidossa olevan potilaan omaisen tai muun läheisen tapaamista koskeva tieto luokituksella ilmaistuna.;Psykiatristen erikoisalojen lisätiedot;;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Omaisen tai muun läheisen tapaaminen psykiatrian osastohoidossa;92847895-a80d-4c14-bb45-be50df12d6cb;Hilmo - Omaisen tai muun läheisen tapaaminen psykiatrian osastohoidossa -luokitusta käytetään psykiatristen erikoisalojen hoitoilmoituksissa (Hilmo) kuvaamaan omaisen tai läheisen osallistumista potilaan hoitoon. Luokitusta käytetään myös kuvaamaan sitä, että hoitohenkilökunta ei ole tavannut omaisia.;Terveyden ja hyvinvoinnin laitos ;1.2.246.537.6.226;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;31d5572f-f78b-4c77-9195-dbbc7a43670f;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Suunnitellusti toistuva hoitojakso;SUUNNITHOITO;Tieto siitä, onko potilas ollut määräajoin toistuvaksi suunnitellussa osastohoidossa psykiatrisen sairauden vuoksi, esim. intervallihoito.;Psykiatristen erikoisalojen lisätiedot;;;2017-01-01;;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus: K = Kyllä, E = Ei.;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;1820faa2-edb7-493d-a5e4-1f9ca866b948;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Hoitojakson syynä on itsemurhayritys;ITSHOITO;Tieto siitä, onko potilas otettu hoitoon itsemurhayrityksen vuoksi.;Psykiatristen erikoisalojen lisätiedot;;;2017-01-01;;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus: K = Kyllä, E = Ei.;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;0d4380ee-4b39-4815-9f07-0ca8cdd6a82b;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Itsemurhayritys psykiatrian laitoshoidossa;ITSPSYK;Potilaan psykiatriseen hoitoon liittyvää itsemurhayritystä tai itsemurhakuolemaa koskeva tieto luokituksella ilmaistuna.;Psykiatristen erikoisalojen lisätiedot;;;2017-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Itsemurhayritys psykiatrian laitoshoidossa;9243f2fe-5f9c-4494-b58a-08e1e695a54c;Hilmo - Itsemurhayritys psykiatrian osastohoidossa -luokitusta käytetään psykiatristen erikoisalojen hoitoilmoituksissa (Hilmo) kuvaamaan potilaan osastohoidon aikana tapahtunutta itsemurhayritystä tai itsemurhakuolemaa. Itsemurhalla tarkoitetaan aktiivista oman hengen tarkoituksellista riistämistä. Luokituksen avulla kerättävää tietoa tarvitaan mm. kansallisen mielenterveys- ja päihdeohjelman vaikutusten seurantaan.;Terveyden ja hyvinvoinnin laitos ;1.2.246.537.6.233;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;6e4cebf0-ef71-47b1-a191-f957277929b1;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Lääkehoito psykiatrian osastohoidossa;LAAKPSYK;Tieto siitä, onko potilas saanut lääkehoitoa psykiatriseen sairauteen.;Psykiatristen erikoisalojen lisätiedot;;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus: K = Kyllä, E = Ei.;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;45fd5770-5984-4d7b-9d47-7186876fb0ea;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Toteutettu lääkehoito psykiatrian osastohoidossa;TOTLAAKPSYK<N>;Potilaan psykiatrisen sairauden lääkehoitoa kuvaava tieto luokituksella ilmaistuna.;Psykiatristen erikoisalojen lisätiedot;;;2017-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Lääkehoito psykiatrian osastohoidossa;6d136d0a-b362-4c1e-bc8b-cea36c0cccb2;Hilmo - Lääkehoito psykiatrian osastohoidossa -luokitusta käytetään psykiatristen erikoisalojen hoitoilmoituksissa (Hilmo) kuvaamaan potilaan psykiatrisen sairauden hoitoon käytettyjä lääkkeitä osastohoidon aikana. Luokituksen avulla kerätään tietoa siitä, onko potilas saanut luokkien mukaisia lääkkeitä hoidon aikana.;Terveyden ja hyvinvoinnin laitos ;1.2.246.537.6.224;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;8061f132-db3a-483d-9904-8e1bc23ba855;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Pakkotoimet psykiatrian osastohoidossa;PAKPSYK;Tieto siitä, onko potilaan psykiatrisessa hoidossa käytetty pakkotoimia.;Psykiatristen erikoisalojen lisätiedot;;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus: K = Kyllä, E = Ei.;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;fc68cf6c-c7df-4250-a5d3-de89d64f02fe;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Toteutetut pakkotoimet psykiatrian osastohoidossa;TOTPAKPSYK<N>;Potilaan psykiatriseen hoitoon liittyviä pakkotoimia kuvaava tieto luokituksella ilmaistuna.;Psykiatristen erikoisalojen lisätiedot;;;2017-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Pakkotoimet psykiatrian osastohoidossa;a413018c-e08b-4aed-830a-6d5dcf6114ab;Hilmo - Pakkotoimet psykiatrian osastohoidossa -luokitusta käytetään psykiatristen erikoisalojen hoitoilmoituksissa (Hilmo) kuvaamaan osastohoidon aikana potilaalle toteutettuja pakkotoimia.;Terveyden ja hyvinvoinnin laitos ;1.2.246.537.6.225;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;1821aa38-944f-4ceb-a445-4f7ef0240319;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Kunnan maksuosuus hoitojaksosta;KUNTMK;Kunnan maksuosuus hoitojakson laskutuksessa euroina.;Muut tiedot;;;2012-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;49c11523-8069-40e6-803e-25ae0549d443;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Maksuperuste;MAPER;Kerättäville maksutiedoille käytetään maksuperusteluokitusta.;Muut tiedot;;;2012-01-01;2017-12-31;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus (Hilmo-opas 2015): 1 = Erikoisalakohtainen keskimääräinen hoitopäivähinta, 2 = Hoitojaksokohtainen pakettihinta, 3 = Toimintayksikön keskimääräinen laskennallinen hoitopäivähinta, 4 = Laskennallinen osuus useammasta jaksosta muodostuvasta hoitopaketista, 5 = Muu maksuperuste.;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;0df21e2c-b2af-43f1-9526-36c335afa537;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Toisen shp:n maksuosuus;TOISAIRMK;Toisen sairaanhoitopiirin maksuosuus hoitojakson laskutuksessa euroina.;Muut tiedot;;;2012-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;1646929a-b59b-4c1f-abbe-d40248bc2df1;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Asiakkaan maksuosuus;ASMK;Asiakkaan maksuosuus euroina.;Muut tiedot;;;2012-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;8c090c2d-3f0f-41e4-9bd2-506cc06aaf8f;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Muun maksajan maksuosuus;MUUMMK;Muun maksajan maksuosuus euroina.;Muut tiedot;;;2012-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;5c94edf4-ad97-40b9-984e-cc4aa160c0e4;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Hoitojakson tai käynnin kokonaiskustannus;KOKKUST;Hoitojakson tai käynnin kokonaiskustannukset euroina.;Muut tiedot;;;2011-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;b00739e8-7655-43cf-bc1b-8b6a47bc2af0;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
ATC;ATC;Lääkeaineen ATC-luokka. ATC-koodin avulla saadaan selville annettu lääkeaine riippumatta käytetystä kauppanimestä tai lääkemuodosta.;Potilaalle määrätty lääkitys;;;2011-01-01;;1994-01-01;;enumerated;;;;;;;;Fimea - ATC Luokitus;5e2611c4-a186-42a1-854b-711a478d9d0a;ATC on lääkkeiden anatomis-terapeuttis-kemiallinen (Anatomical Therapeutic Chemical, ATC) luokitusjärjestelmä. Lääkkeet on jaettu luokituksessa ryhmiin yhtäältä sen mukaan, mihin elimeen tai elinjärjestelmään lääkkeet vaikuttavat, ja toisaalta sen mukaan, mitä kemiallisia, farmakologisia ja terapeuttisia ominaisuuksia lääkkeillä on.;Fimea;1.2.246.537.6.32;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;e36574fa-5ff0-4c34-bd9f-458af94de7a9;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
ATC Selite;ATCSELITE;Lääkeaineen selite. Saadaan tieto lääkeaineesta, jos ATC-luokka ei ole tiedossa tai se ei ole pysyvä.;Potilaalle määrätty lääkitys;;;2011-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;00a8359e-019d-42d1-9268-a9dc7285e69a;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
VNR;VNR;Lääkeaineen pakkauksen yksiselitteinen numero.;Potilaalle määrätty lääkitys;;;2011-01-01;;1994-01-01;;enumerated;;;;;;;;Kelan lääketietokanta;d0effe0c-0d8e-4f71-b345-1e7f84e07670;;Kansaneläkelaitos;;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;71a3bedb-3fdb-44a4-8942-6993e9564bf6;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Lääkeaineen kauppanimi;KAUPPANIMI;Valmistajan lääkkeelle antama kauppanimi.;Potilaalle määrätty lääkitys;;;2011-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;fb22be7f-3e38-49f9-a2df-8028051ef817;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Määräämispäivä;MAAR_PVM;Lääkkeen määräämispäivä tai aloituspäivä voimassa olevalla annoksella.;Potilaalle määrätty lääkitys;;;2011-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Date;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;d25c6d85-34a7-4c4c-b3ad-fc34e2dc78f6;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
